Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-29 00:00:00-04:00,125.31999969482422,125.69999694824219,125.13999938964844,125.63999938964844,0,0.0,0.0
2024-04-30 00:00:00-04:00,125.38999938964844,125.47000122070312,124.8499984741211,124.95999908447266,0,0.0,0.0
2024-05-01 00:00:00-04:00,124.83999633789062,125.51000213623047,124.7699966430664,125.29000091552734,0,0.0,0.0
2024-05-02 00:00:00-04:00,125.1449966430664,125.4000015258789,124.71700286865234,125.37999725341797,0,0.0,0.0
2024-05-03 00:00:00-04:00,125.54000091552734,126.3499984741211,125.29000091552734,125.48999786376953,0,0.0,0.0
2024-05-06 00:00:00-04:00,125.75,125.94999694824219,125.55999755859375,125.6500015258789,0,0.0,0.0
2024-05-07 00:00:00-04:00,125.44999694824219,125.66000366210938,125.0,125.11399841308594,0,0.0,0.0
2024-05-08 00:00:00-04:00,124.83000183105469,125.05999755859375,124.72000122070312,124.95099639892578,0,0.0,0.0
2024-05-09 00:00:00-04:00,124.69599914550781,125.27999877929688,124.68000030517578,125.19999694824219,0,0.0,0.0
2024-05-10 00:00:00-04:00,125.2699966430664,125.37999725341797,125.0199966430664,125.23999786376953,0,0.0,0.0
2024-05-13 00:00:00-04:00,125.44999694824219,125.69999694824219,125.44999694824219,125.58999633789062,0,0.0,0.0
2024-05-14 00:00:00-04:00,125.54000091552734,125.94000244140625,125.20600128173828,125.87999725341797,0,0.0,0.0
2024-05-15 00:00:00-04:00,126.12000274658203,126.87999725341797,125.88999938964844,126.83100128173828,0,0.0,0.0
2024-05-16 00:00:00-04:00,126.58000183105469,126.80999755859375,126.43399810791016,126.72000122070312,0,0.0,0.0
2024-05-17 00:00:00-04:00,126.52999877929688,127.12999725341797,126.51000213623047,127.05000305175781,0,0.0,0.0
2024-05-20 00:00:00-04:00,126.94999694824219,127.26000213623047,126.91999816894531,127.06999969482422,0,0.0,0.0
2024-05-21 00:00:00-04:00,127.20999908447266,127.27999877929688,126.86599731445312,127.06999969482422,0,0.0,0.0
2024-05-22 00:00:00-04:00,127.11000061035156,127.51000213623047,127.08000183105469,127.19000244140625,0,0.0,0.0
2024-05-23 00:00:00-04:00,127.41000366210938,127.52799987792969,126.83999633789062,126.95999908447266,0,0.0,0.0
2024-05-24 00:00:00-04:00,127.16999816894531,127.5199966430664,127.11000061035156,127.41999816894531,0,0.0,0.0
2024-05-28 00:00:00-04:00,127.8499984741211,128.02000427246094,127.52999877929688,127.62000274658203,0,0.0,0.0
2024-05-29 00:00:00-04:00,127.48600006103516,127.56999969482422,126.97000122070312,127.02899932861328,0,0.0,0.0
2024-05-30 00:00:00-04:00,127.0999984741211,127.4800033569336,127.05000305175781,127.30999755859375,0,0.0,0.0
2024-05-31 00:00:00-04:00,127.12999725341797,127.66999816894531,127.08999633789062,127.37000274658203,0,0.0,0.0
2024-06-03 00:00:00-04:00,127.27999877929688,128.0959930419922,127.26000213623047,128.07000732421875,0,0.0,0.0
2024-06-04 00:00:00-04:00,127.60900115966797,127.9800033569336,127.56999969482422,127.69200134277344,0,0.0,0.0
