Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-21 00:00:00-04:00,39661.03125,39889.05078125,39589.23046875,39781.37109375,408990000,0.0,0.0
2024-03-22 00:00:00-04:00,39774.05859375,39824.76171875,39469.53125,39475.8984375,332340000,0.0,0.0
2024-03-25 00:00:00-04:00,39410.5390625,39430.171875,39296.03125,39313.640625,323670000,0.0,0.0
2024-03-26 00:00:00-04:00,39338.3203125,39439.44140625,39277.19140625,39282.328125,306940000,0.0,0.0
2024-03-27 00:00:00-04:00,39461.98046875,39769.41015625,39461.98046875,39760.078125,332190000,0.0,0.0
2024-03-28 00:00:00-04:00,39763.73828125,39868.58984375,39717.25,39807.37109375,360970000,0.0,0.0
2024-04-01 00:00:00-04:00,39807.9296875,39815.0,39491.21875,39566.8515625,269470000,0.0,0.0
2024-04-02 00:00:00-04:00,39256.26953125,39256.26953125,39051.69921875,39170.23828125,319590000,0.0,0.0
2024-04-03 00:00:00-04:00,39139.58984375,39305.76171875,39017.12890625,39127.140625,364180000,0.0,0.0
2024-04-04 00:00:00-04:00,39343.6015625,39421.3515625,38559.421875,38596.98046875,356510000,0.0,0.0
2024-04-05 00:00:00-04:00,38664.98046875,39040.171875,38602.1796875,38904.0390625,317110000,0.0,0.0
2024-04-08 00:00:00-04:00,38916.421875,39013.19921875,38857.69921875,38892.80078125,291460000,0.0,0.0
2024-04-09 00:00:00-04:00,38983.66015625,38992.890625,38572.08984375,38883.671875,328700000,0.0,0.0
2024-04-10 00:00:00-04:00,38662.28125,38662.28125,38304.66015625,38461.51171875,317580000,0.0,0.0
2024-04-11 00:00:00-04:00,38523.26171875,38598.98046875,38197.28125,38459.078125,356640000,0.0,0.0
2024-04-12 00:00:00-04:00,38319.140625,38319.140625,37877.30078125,37983.23828125,440910000,0.0,0.0
2024-04-15 00:00:00-04:00,38075.37890625,38386.80859375,37657.7890625,37735.109375,389170000,0.0,0.0
2024-04-16 00:00:00-04:00,37992.21875,37992.21875,37713.69921875,37798.96875,339480000,0.0,0.0
2024-04-17 00:00:00-04:00,37949.671875,38036.69921875,37611.55859375,37753.30859375,314650000,0.0,0.0
2024-04-18 00:00:00-04:00,37847.2109375,38083.76171875,37681.51953125,37775.37890625,300230000,0.0,0.0
2024-04-19 00:00:00-04:00,37801.98046875,38102.5703125,37781.609375,37986.3984375,420460000,0.0,0.0
2024-04-22 00:00:00-04:00,38116.890625,38447.16015625,37985.0703125,38239.98046875,351650000,0.0,0.0
2024-04-23 00:00:00-04:00,38356.0703125,38561.5,38297.71875,38503.69140625,329420000,0.0,0.0
2024-04-24 00:00:00-04:00,38552.7890625,38552.7890625,38310.55078125,38460.921875,337230000,0.0,0.0
2024-04-25 00:00:00-04:00,38052.08984375,38157.21875,37754.37890625,38085.80078125,408170000,0.0,0.0
2024-04-26 00:00:00-04:00,38114.69921875,38337.640625,38065.05078125,38239.66015625,398680000,0.0,0.0
2024-04-29 00:00:00-04:00,38282.16015625,38406.19921875,38215.46875,38386.08984375,343630000,0.0,0.0
2024-04-30 00:00:00-04:00,38337.3984375,38337.3984375,37810.12109375,37815.921875,448480000,0.0,0.0
2024-05-01 00:00:00-04:00,37845.55859375,38349.19921875,37780.5390625,37903.2890625,413540000,0.0,0.0
2024-05-02 00:00:00-04:00,38075.6484375,38295.2890625,37895.66015625,38225.66015625,355910000,0.0,0.0
2024-05-03 00:00:00-04:00,38709.359375,38808.51953125,38518.28125,38675.6796875,410530000,0.0,0.0
2024-05-06 00:00:00-04:00,38762.4296875,38886.46875,38689.37890625,38852.26953125,315550000,0.0,0.0
2024-05-07 00:00:00-04:00,38858.94140625,38977.609375,38840.3984375,38884.26171875,360930000,0.0,0.0
2024-05-08 00:00:00-04:00,38818.8984375,39094.73828125,38814.98828125,39056.390625,292340000,0.0,0.0
