Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-21 00:00:00+13:00,11832.7099609375,11915.7099609375,11781.509765625,11915.7099609375,22943900,0.0,0.0
2024-03-22 00:00:00+13:00,11915.7099609375,12002.4697265625,11915.7099609375,11978.6201171875,24410700,0.0,0.0
2024-03-25 00:00:00+13:00,12067.0302734375,12067.0302734375,12006.259765625,12014.1201171875,820300,0.0,0.0
2024-03-26 00:00:00+13:00,12067.0302734375,12078.0,11988.0498046875,12031.8095703125,28396800,0.0,0.0
2024-03-27 00:00:00+13:00,12031.8095703125,12035.76953125,11981.5498046875,12010.66015625,28348400,0.0,0.0
2024-03-28 00:00:00+13:00,12010.66015625,12117.9404296875,11950.7802734375,12105.2900390625,38010900,0.0,0.0
2024-04-02 00:00:00+13:00,12105.2900390625,12105.2900390625,12027.8095703125,12095.849609375,16211200,0.0,0.0
2024-04-03 00:00:00+13:00,12095.849609375,12095.849609375,11956.919921875,12040.490234375,22917900,0.0,0.0
2024-04-04 00:00:00+13:00,12040.490234375,12040.490234375,11996.2900390625,12035.259765625,22894800,0.0,0.0
2024-04-05 00:00:00+13:00,12035.259765625,12035.8203125,11927.6201171875,12012.240234375,19252300,0.0,0.0
2024-04-08 00:00:00+12:00,12012.240234375,12012.240234375,11925.400390625,11973.58984375,16870500,0.0,0.0
2024-04-09 00:00:00+12:00,11916.7802734375,11917.9296875,11869.9296875,11883.5400390625,720000,0.0,0.0
2024-04-10 00:00:00+12:00,11916.7802734375,11971.919921875,11868.4697265625,11971.919921875,15090400,0.0,0.0
2024-04-11 00:00:00+12:00,11971.919921875,11971.919921875,11845.0400390625,11934.3095703125,21212000,0.0,0.0
2024-04-12 00:00:00+12:00,11934.3095703125,11934.3095703125,11840.5703125,11931.3203125,18854000,0.0,0.0
2024-04-15 00:00:00+12:00,11931.3203125,11931.3203125,11790.8603515625,11916.7802734375,17429700,0.0,0.0
2024-04-16 00:00:00+12:00,11916.7802734375,11916.7802734375,11790.580078125,11804.83984375,15651900,0.0,0.0
2024-04-17 00:00:00+12:00,11804.83984375,11889.1201171875,11762.2802734375,11875.349609375,16409900,0.0,0.0
2024-04-18 00:00:00+12:00,11875.349609375,11875.349609375,11730.98046875,11836.0400390625,21440200,0.0,0.0
2024-04-19 00:00:00+12:00,11836.0400390625,11836.0400390625,11727.2802734375,11796.2099609375,23080000,0.0,0.0
2024-04-22 00:00:00+12:00,11796.2099609375,11854.4296875,11731.0400390625,11852.7998046875,15310300,0.0,0.0
2024-04-23 00:00:00+12:00,11852.7998046875,11852.7998046875,11796.0703125,11803.2802734375,22843600,0.0,0.0
2024-04-24 00:00:00+12:00,11803.2802734375,11946.4296875,11784.5302734375,11946.4296875,18221600,0.0,0.0
2024-04-26 00:00:00+12:00,11946.4296875,11968.4501953125,11801.6796875,11805.08984375,17919400,0.0,0.0
