Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-21 00:00:00+01:00,3729.6201171875,3787.969970703125,3729.6201171875,3787.969970703125,4892000,0.0,0.0
2024-03-22 00:00:00+01:00,3769.860107421875,3803.72998046875,3768.4599609375,3803.72998046875,4396400,0.0,0.0
2024-03-25 00:00:00+01:00,3806.8798828125,3817.7900390625,3803.419921875,3811.5,4165200,0.0,0.0
2024-03-26 00:00:00+01:00,3803.159912109375,3811.280029296875,3783.530029296875,3807.469970703125,4121800,0.0,0.0
2024-03-27 00:00:00+01:00,3810.969970703125,3835.64990234375,3810.969970703125,3832.989990234375,3767300,0.0,0.0
2024-03-28 00:00:00+01:00,3840.1298828125,3846.780029296875,3821.489990234375,3845.6298828125,4474600,0.0,0.0
2024-04-02 00:00:00+02:00,3839.3798828125,3867.2099609375,3825.239990234375,3829.97998046875,4245100,0.0,0.0
2024-04-03 00:00:00+02:00,3837.840087890625,3856.10009765625,3821.06005859375,3856.10009765625,4253100,0.0,0.0
2024-04-04 00:00:00+02:00,3860.389892578125,3887.909912109375,3855.47998046875,3872.449951171875,4895600,0.0,0.0
2024-04-05 00:00:00+02:00,3831.14990234375,3849.18994140625,3824.1298828125,3834.330078125,4554800,0.0,0.0
2024-04-08 00:00:00+02:00,3828.18994140625,3854.9599609375,3825.68994140625,3849.8701171875,3671100,0.0,0.0
2024-04-09 00:00:00+02:00,3843.7099609375,3865.39990234375,3841.47998046875,3845.419921875,3249700,0.0,0.0
2024-04-10 00:00:00+02:00,3869.429931640625,3881.080078125,3821.489990234375,3831.77001953125,4610500,0.0,0.0
2024-04-11 00:00:00+02:00,3829.5400390625,3861.219970703125,3819.60009765625,3836.85009765625,3860700,0.0,0.0
2024-04-12 00:00:00+02:00,3853.419921875,3899.280029296875,3843.280029296875,3850.0400390625,3872100,0.0,0.0
2024-04-15 00:00:00+02:00,3853.820068359375,3879.800048828125,3846.110107421875,3853.739990234375,4448200,0.0,0.0
2024-04-16 00:00:00+02:00,3804.60009765625,3813.429931640625,3774.5,3796.919921875,4175100,0.0,0.0
2024-04-17 00:00:00+02:00,3786.9599609375,3813.330078125,3786.320068359375,3794.570068359375,3809500,0.0,0.0
2024-04-18 00:00:00+02:00,3803.60009765625,3834.340087890625,3792.1298828125,3826.580078125,3765000,0.0,0.0
2024-04-19 00:00:00+02:00,3799.860107421875,3836.68994140625,3792.4599609375,3827.75,4399100,0.0,0.0
2024-04-22 00:00:00+02:00,3850.409912109375,3880.449951171875,3850.409912109375,3863.260009765625,3909800,0.0,0.0
2024-04-23 00:00:00+02:00,3882.889892578125,3896.72998046875,3874.760009765625,3890.7099609375,3699600,0.0,0.0
2024-04-24 00:00:00+02:00,3903.60009765625,3919.25,3881.820068359375,3883.830078125,4143000,0.0,0.0
2024-04-25 00:00:00+02:00,3871.719970703125,3876.6201171875,3839.159912109375,3857.93994140625,4529400,0.0,0.0
2024-04-26 00:00:00+02:00,3862.510009765625,3883.110107421875,3856.77001953125,3874.8701171875,3804100,0.0,0.0
2024-04-29 00:00:00+02:00,3872.97998046875,3896.820068359375,3866.10009765625,3886.760009765625,3518200,0.0,0.0
2024-04-30 00:00:00+02:00,3893.530029296875,3903.550048828125,3880.219970703125,3883.260009765625,4767400,0.0,0.0
2024-05-02 00:00:00+02:00,3883.97998046875,3900.070068359375,3867.780029296875,3893.199951171875,4844300,0.0,0.0
2024-05-03 00:00:00+02:00,3894.93994140625,3952.530029296875,3894.93994140625,3913.3701171875,4200600,0.0,0.0
2024-05-06 00:00:00+02:00,3923.0,3950.27001953125,3919.64990234375,3929.0,3387900,0.0,0.0
2024-05-07 00:00:00+02:00,3947.090087890625,3996.52001953125,3947.090087890625,3996.52001953125,6508000,0.0,0.0
2024-05-08 00:00:00+02:00,4014.27001953125,4045.780029296875,4006.43994140625,4015.669921875,6976500,0.0,0.0
2024-05-09 00:00:00+02:00,3979.280029296875,3994.090087890625,3950.7099609375,3985.39990234375,4262900,0.0,0.0
2024-05-10 00:00:00+02:00,4006.60009765625,4025.320068359375,3995.830078125,4013.330078125,4074400,0.0,0.0
2024-05-13 00:00:00+02:00,3984.889892578125,3993.6298828125,3972.89990234375,3980.580078125,3729700,0.0,0.0
2024-05-14 00:00:00+02:00,3961.340087890625,3973.7099609375,3949.969970703125,3968.81005859375,5274600,0.0,0.0
2024-05-15 00:00:00+02:00,3984.89990234375,4029.97998046875,3984.280029296875,4029.25,4925400,0.0,0.0
2024-05-16 00:00:00+02:00,4019.419921875,4022.580078125,3964.929931640625,3995.10009765625,5750300,0.0,0.0
2024-05-17 00:00:00+02:00,3979.889892578125,4004.800048828125,3979.889892578125,4004.800048828125,5369500,0.0,0.0
2024-05-20 00:00:00+02:00,3997.77001953125,4015.159912109375,3997.77001953125,4006.93994140625,2742300,0.0,0.0
2024-05-21 00:00:00+02:00,3990.2099609375,3991.0,3964.300048828125,3991.0,3942900,0.0,0.0
2024-05-22 00:00:00+02:00,3985.22998046875,3999.449951171875,3973.0400390625,3996.699951171875,3831800,0.0,0.0
2024-05-23 00:00:00+02:00,3980.6298828125,3996.1201171875,3973.570068359375,3975.739990234375,3874600,0.0,0.0
2024-05-24 00:00:00+02:00,3948.949951171875,3973.9599609375,3945.929931640625,3969.919921875,3665000,0.0,0.0
2024-05-27 00:00:00+02:00,3970.739990234375,3992.429931640625,3965.7900390625,3984.8701171875,2191800,0.0,0.0
2024-05-28 00:00:00+02:00,3981.81005859375,3987.530029296875,3942.18994140625,3948.080078125,3425300,0.0,0.0
2024-05-29 00:00:00+02:00,3923.3798828125,3948.840087890625,3913.360107421875,3922.530029296875,4060800,0.0,0.0
2024-05-30 00:00:00+02:00,3903.389892578125,3926.52001953125,3900.3798828125,3908.7099609375,4638900,0.0,0.0
2024-05-31 00:00:00+02:00,3907.1298828125,3922.550048828125,3896.1201171875,3918.090087890625,16836800,0.0,0.0
2024-06-03 00:00:00+02:00,3932.77001953125,3948.0400390625,3905.68994140625,3932.760009765625,3370700,0.0,0.0
2024-06-04 00:00:00+02:00,3924.389892578125,3928.030029296875,3902.7099609375,3919.4599609375,4377700,0.0,0.0
2024-06-05 00:00:00+02:00,3920.580078125,3927.909912109375,3896.929931640625,3906.85009765625,4598800,0.0,0.0
2024-06-06 00:00:00+02:00,3917.4599609375,3940.3701171875,3911.18994140625,3916.969970703125,3928300,0.0,0.0
2024-06-07 00:00:00+02:00,3915.530029296875,3920.719970703125,3895.47998046875,3900.389892578125,3549500,0.0,0.0
2024-06-10 00:00:00+02:00,3865.760009765625,3890.7900390625,3859.0400390625,3890.7900390625,3880700,0.0,0.0
2024-06-11 00:00:00+02:00,3899.010009765625,3924.409912109375,3841.14990234375,3857.97998046875,4891900,0.0,0.0
2024-06-12 00:00:00+02:00,3848.6201171875,3914.0,3847.22998046875,3906.7900390625,6556600,0.0,0.0
2024-06-13 00:00:00+02:00,3899.169921875,3903.530029296875,3865.27001953125,3868.77001953125,4793200,0.0,0.0
2024-06-14 00:00:00+02:00,3866.25,3867.860107421875,3814.800048828125,3833.3701171875,5153500,0.0,0.0
2024-06-17 00:00:00+02:00,3841.27001953125,3860.77001953125,3817.93994140625,3832.8798828125,4726300,0.0,0.0
